date,tsx,cac,dax,nik,ftse,sp
28-Apr-1993,0.00513417508478398,0.00780385882461498,-0.00727898739461086,0.0121982723500036,-0.0125756541856656,2.28302683709103e-05
29-Apr-1993,0.0120025016939618,-0.0113381660379304,-0.0030742768925176,0.0112781322795499,-0.00376068207048075,0.00198424076689196
30-Apr-1993,0.00911941000002692,0.00953473903877988,0.00203008282325357,0.0111523532460716,0.00939309393772536,0.00295763968617191
03-May-1993,-0.00423124342074921,-0.0010319918356565,0.00122835047996173,-0.00355571892990447,-8.88738791369192e-05,0.00514361299435606
04-May-1993,0.00150943424885419,-0.00694195400348807,-0.0011054475117005,-0.00356840719633844,-8.88817784057139e-05,0.0035871038226718
05-May-1993,0.00256346022326426,0.00140263406460495,-0.00258413975095184,-0.00358118634105686,-0.00574068717450427,0.00105787961293302
06-May-1993,0.00155601007197426,-0.00301549568215265,6.16048051940155e-05,-0.00359405734393192,-0.00365408445564253,-0.00283854298591812
07-May-1993,-0.00414593197211666,-0.0220587502255452,-0.00704750691391354,0.00912322597552162,0.00265233130400144,-0.00214551162397481
10-May-1993,-0.000132318888713456,-0.000745513640151962,-0.00180073941050196,0.0116563685426172,0.0128038168409974,0.00110720712692913
11-May-1993,0.000476266082982235,-0.0121661869906173,0.00446484680696368,-0.00547685617149973,0.00225917001025611,0.00351684387903983
12-May-1993,0.00427621810953127,0.00976612183681791,0.00819550447826867,-0.0156422392835278,0.00867143701793971,0.000989698222850777
13-May-1993,0.00126352381968431,0.00383734415345227,0.00630106388446183,-0.00398561818550114,-0.00402795591965344,-0.0126015490628717
14-May-1993,0.00315184249575928,-0.0151144478761456,-0.00323733599781217,-0.00287755947578283,-0.000807541781504106,0.000751032705222698
17-May-1993,-0.00549589192492839,-0.00867825590716542,-0.00404610654980164,0.00448343830941944,0.00389126010280627,0.00184105605852825
18-May-1993,0.00902988076020783,0.00581191717717644,0.00036850510182429,-0.0165220083864437,-0.00378589157628717,-0.000113547332327713
19-May-1993,-0.00408484464303172,-0.00521287018853389,-0.00683942405456595,0.00748587588368643,-0.00974068051019117,0.0163312147579422
20-May-1993,0.00531227124947975,0.00445435034938058,-0.00210435183182778,-0.00250546666398677,-0.00102900745352219,0.00672488505697189
21-May-1993,0.00114771643138134,0.00443459706786609,-0.00210878946845039,0.0111038879032819,-0.00163439368412721,-0.0105976918585577
24-May-1993,0.00312345708008621,0.00441501820911672,-0.00466752566581619,-0.00394804694819939,0.00475363625292502,0.00483308915370451
25-May-1993,0.00311373146561245,0.015829777581617,0.00937516567811159,0.00758979998370712,0.00427313347759384,0.00189552378771296
26-May-1993,0.00134627852049185,-0.000370223460529395,0.00234553530161907,0.0127144845149765,0.0032368180812572,0.0101742002996179
27-May-1993,0.00118942973116809,0.00748356588724786,0.00767699148890699,-0.00205993030756169,0.00294623341033429,-0.0022741081721982
28-May-1993,-0.000853143108326293,-0.00838325105814519,-0.00159196702737674,-0.000431685739490817,-0.00512641572126249,-0.00491913245425035
31-May-1993,0.00418119076040213,-0.00421812826146972,-0.00368347153537929,-0.0141078772393861,0.00149499205598769,0.00403458760543973
01-Jun-1993,-0.00666720819986288,-0.00423599626363025,-0.00369708967541715,0.00189582731842641,0.00149276039064716,0.00401837509717407
02-Jun-1993,0.000777544553596243,0.00160059789813705,0.00326646618747972,0.00489306501525988,0.00483177299391624,4.40683941551612e-05
03-Jun-1993,0.00393029414243884,-0.00422042990958005,0.0027037007990236,0.0183878002057707,-0.0035690579892389,-0.00300108352436546
04-Jun-1993,0.00504531548003051,-0.00439962078927447,0.00508034757573839,-0.00924740847912098,-0.00805959278495827,-0.00538475623867107
07-Jun-1993,-0.000642120560931048,0.0150499158250144,0.0107485473862434,-0.00182140682094989,0.00525139099566818,-0.00527987859811319
08-Jun-1993,-0.00758243690580507,0.0030674870678622,0.0036175126873248,-0.0129893904838347,-0.000140617310222524,-0.00667864427773157
09-Jun-1993,-0.000776960569490726,0.0112894685348488,0.00689719950171508,-0.00199469768636007,0.00787915760054148,0.00240317244429189
10-Jun-1993,0.00405942303522977,-0.0020907387921083,0.00235810446122287,-0.00199868445895213,-0.00240968179600642,-0.000897706420536437
11-Jun-1993,-0.00232504173560777,0.00480218064518478,0.00235255688377567,0.000390301024616235,0.000629172658736188,0.0042122306410608
14-Jun-1993,0.00147315397837744,-0.00187636873565467,0.00652240675755245,-0.0050858342300053,0.008247397678387,0.00100562038486807
15-Jun-1993,0.00402072760022776,-0.00990911717825593,-0.00467996470415954,-0.0173581986097577,-0.00538616539735504,-0.00322155136671309
16-Jun-1993,0.00120821083835487,0.0109519788850347,0.00326051804993366,-0.00720940340970522,0.00451938888473613,0.00259595088157738
17-Jun-1993,0.00289888737018273,-0.00968822220059717,0.00159673590209763,0.00120518242969503,-0.00253529578210365,0.00247776279983913
18-Jun-1993,0.000819399323750858,0.00524852934229436,-0.00319602544777453,-0.00609098054878388,0.00128581623595636,-0.0108942818306748
21-Jun-1993,0.00395949069525692,0.00984511142521072,0.00171765375247901,-0.0303993472713024,0.0083005249350725,0.0057085220757962
22-Jun-1993,0.00338504541807083,0.00315694401148825,0.00489980023351055,0.0168262034281721,0.00144553458315233,-0.000650114913891109
23-Jun-1993,0.00403180341522358,0.00366196865887414,0.000765268617185733,-0.00230586046674297,-0.00237591145286853,-0.00616341702774648
24-Jun-1993,0.00703562307558592,0.0107024090395242,-0.00773846789330168,0.00980149763169358,-0.00207060846316409,0.00770954920511446
25-Jun-1993,0.0030610220609244,-0.00127417769080118,0.00526394827794974,-0.00127080967668114,-0.00249040286439861,0.00219185523102894
28-Jun-1993,-0.00661047260236636,0.0152844718502934,0.00705387359340026,0.0114801372083448,0.00328464293930164,0.0094502899101947
29-Jun-1993,-0.000554952969366695,-0.00680360442238648,0.000644122405522474,-0.0174490858794254,-0.003804258435534,-0.00257052460552298
30-Jun-1993,0.000781890449065514,-0.00283587570416888,-0.00628323509329309,0.00240206590851066,0.00483927664074901,-0.000355074236437325
01-Jul-1993,0.00395053543998003,-0.00595103610256142,0.00528759824276559,0.0169559927198293,-0.00386954601131784,-0.00335723732593518
02-Jul-1993,0.00393499010198894,-0.00974017030401786,-0.00516979179861643,-0.0153748034383145,-0.0108240854924615,-0.0071072869187887
05-Jul-1993,-0.00182771924041347,-0.00817260018719512,-0.00330383781346733,0.000101926409220354,-0.00674136186000496,-0.00495799098767424
06-Jul-1993,-0.0015298384114022,0.00502526637123513,0.00512806522964571,0.0104935948845188,0.00337636166421085,-0.0049826951964107
07-Jul-1993,-0.00291567380112667,0.00443436840892009,0.0110504822567501,-0.00551188470377184,7.02197879656197e-05,0.00316649213981979
08-Jul-1993,-0.0131502496778495,0.0187054713632469,0.0364818535874614,-0.00162395366823631,-0.000842963064914493,0.0130348351891554
09-Jul-1993,0.00168191472079116,0.00267265230571834,0.0076513176600157,0.00950318024876573,-0.0009491835976565,-0.00118204641585962
12-Jul-1993,0.00586452384665925,0.00326805891807869,0.0115058244634847,0.00516848881194676,-0.00433549611971351,0.00193960533001114
13-Jul-1993,0.00027840700752968,-0.000502083657682562,-0.00606831453396417,0.00996024170505549,0.00218772140890344,-0.0019842382244617
14-Jul-1993,-0.00253382794056556,-0.00708105822679794,0.00243174652826461,-0.00203378130073872,-0.00169330128299627,0.00443123964568581
15-Jul-1993,-0.00264200946283744,-0.00713155741259719,-0.00215511370124943,0.000942998307960963,-0.000211864407572371,-0.00191259927089771
16-Jul-1993,-0.00753236718896844,0.00599290772795325,0.00320336074214822,0.00859476765197087,0.000458982831508692,-0.00775448872739837
19-Jul-1993,-0.00875234047490636,0.00343729803122628,0.012493997802177,-0.00894208463181911,0.0034884370900059,0.000627957588644534
20-Jul-1993,0.00216947836840831,-0.00673403218134361,0.00146926807918657,-0.00562344411576632,-0.00670574969923798,0.00286565221739288
21-Jul-1993,-0.00227290435427996,-0.0106745312469201,-0.00829970910475542,0.00214362354325104,-0.00347641357565998,-0.000290668427630258
22-Jul-1993,-0.007474923849216,0.00930191721884999,-0.000164505250830338,0.00174142392939558,0.00212985065071614,-0.00598864623290485
23-Jul-1993,-0.00219075277353831,0.0147956343602109,0.00399529853075187,-0.0191218091949068,0.00269131505624998,0.00580973135118246
26-Jul-1993,0.0102085437499717,0.00559833512542074,0.0128620881501584,0.00439872286970555,0.0058181725860047,0.00444102985011607
27-Jul-1993,0.0108470411937329,-0.00404565644329846,-0.00502744524597976,0.00347493613840655,0.0123001061536598,-0.00189450983302208
28-Jul-1993,0.00293566014244639,-0.00431337813910293,-0.00614282598087623,-0.00307142559121942,0.00166562603571485,-0.00234524302572936
29-Jul-1993,0.00873035517460075,0.0231037478034297,-0.000109063147670341,0.031129179674922,0.0115137953665005,0.00679721369472475
30-Jul-1993,0.00244804341975779,0.0242133181026682,-0.0167729192696067,-0.00377109441204659,0.00304580923680486,-0.00469740503326932
02-Aug-1993,0.00117142492659461,0.0204519691203977,0.00657769831441968,-0.00176799967475993,0.00518047578267122,0.00449749166173063
03-Aug-1993,0.0011700542956703,-0.0086801186564891,0.0154711299596322,0.00068792691032904,0.0011211715717403,-0.0019568172395612
04-Aug-1993,0.0030131849539945,-0.00436847798231543,0.0092873237748945,0.00685336537922332,-0.00125715661359571,-0.0016261796167818
05-Aug-1993,-0.0103327532213857,0.00659285713842994,5.37446591373225e-05,-0.00351872125346375,0.000713715257921521,-0.000914494805387633
06-Aug-1993,0.00313630527462472,0.0161781681458582,0.00466476275488681,-0.00333464412575957,0.00892923473194873,0.00122656988426773
09-Aug-1993,0.010625437503041,-0.00527016587199913,0.00155009785962434,0.00660940938767318,0.00557403813841173,0.00453636535103996
10-Aug-1993,0.00652506486652626,0.000607718037542782,-0.00379933567394097,4.87959597048615e-05,-0.00496812032272231,-0.00282169110865471
11-Aug-1993,-0.00313269443933883,0.0128159257843885,0.000321629592694883,0.0115944733998408,0.0115430292816754,0.0022446698538241
12-Aug-1993,-0.00171969087952561,-0.00254082782847576,0.0207920930339407,0.0015422433053498,0.000997473150929906,-0.00333548595913591
13-Aug-1993,0.00142082656170039,-0.00645028803166348,0.000839542498676238,-0.000963623297884908,0.000332270072169294,0.00262484857635403
16-Aug-1993,0.00139393660247045,-0.00272717906170339,0.00293286059186748,0.0074917509312602,-0.000598165643250326,0.00496388910938528
17-Aug-1993,0.0030548783800679,-0.00273463691086384,-0.00104646305070855,-0.00282682314585614,0.00553595632576709,0.00165652543098282
18-Aug-1993,0.00908446347328074,0.0114031628222175,0.0132610695508628,-0.00331611501768769,0.0159384215493503,0.00640146493470084
19-Aug-1993,4.91472944510463e-05,-0.010046596130727,0.0017033580911523,-0.00414858289163611,-0.00263882481154987,0.000854822676358502
20-Aug-1993,0.00186580959045202,-0.00515537534004817,-0.00844192806436084,-0.00387465976105794,-0.00258039371673391,-0.000591722477516043
23-Aug-1993,0.00357458024339152,-0.0079253174520364,-0.0180534947907587,-0.00940988391854702,-0.0051151006667709,-0.00204083942722466
24-Aug-1993,0.00499763348356197,0.0056673430238785,0.00496567317240082,0.000881359308875673,0.00239686224446167,0.00992357870432148
25-Aug-1993,0.00259863414441419,0.0167655175013133,0.0105360691596479,0.00434645276844492,0.00975776690583707,0.000782693811019364
26-Aug-1993,-0.00177216772726041,0.00660068403135128,-0.00869342997972655,0.00345389879514357,0,0.00197574887593355
27-Aug-1993,0.00431568132554894,0.0047274901585892,0.00178674702009118,0.00966564648541812,0.00692581816272586,-0.00108509309893812
30-Aug-1993,0.00128141601896381,0.00993264954781559,0.00904226728041291,0.00580267783318256,-9.67601477963598e-05,0.00294870340708631
31-Aug-1993,-0.000289988160849575,0.00488445636656554,0.0118962818087009,0.00543635101392503,-9.67695112290556e-05,0.00358740902963106
01-Sep-1993,0.00149736781104792,-0.0111606275958014,-0.0136148084652126,-0.00352549197932639,-0.00481803974824224,-0.000884850766154521
02-Sep-1993,-0.00161822103495446,-0.00310715351648572,0.00364185408501516,0.00143075186558761,-0.00405996302843548,-0.00400238513626139
03-Sep-1993,-0.0027836629170146,-0.0133605599303142,-0.000207749039907945,0.00631846088881183,-0.00499193519380192,8.67077083697154e-05
06-Sep-1993,-0.012414642196596,0.000880832675573373,-0.00776956065934797,-0.0026080580020249,-0.000621656571135887,-0.00306099428167173
07-Sep-1993,-0.0125707050313117,-0.00963851663631488,-0.0128021135762033,-0.00471171421136063,-0.00551363392195547,-0.0030703927436635
08-Sep-1993,-0.0177776887849497,-0.00370310030125953,-0.000371224780865376,-0.00210124241590748,-0.00105367148372082,-0.00408667810912089
09-Sep-1993,0.0141924739400547,-0.0097211845723173,-0.00238974118667823,-0.00440782622437297,-0.00138463082155482,0.00185965157788726
10-Sep-1993,-0.00192238134824052,-0.000189699327136417,-0.010368325474249,-0.000384209014427483,0.00191160534135904,0.00918176203113585
13-Sep-1993,-0.00750006651163382,0.00506210424546794,0.00599894675317802,0.015727341279927,-0.00402521246902587,0.000736106032502626
14-Sep-1993,0.000100707470062744,0.00705354189340568,0.00426303533818828,-0.00950216195596276,0.00105736198061557,-0.00468567823333554
15-Sep-1993,-0.00108313717311148,-0.0263985324272333,-0.0107993564930347,-0.0107024753958829,-0.0128296372056251,0.00368964064801158
16-Sep-1993,0.00507806717305748,-0.00139621119910771,-0.00252953499964903,-0.010818258660148,0.00483874603015266,-0.0047121245024444
17-Sep-1993,-0.0024352597300652,0.0114489526306638,0.0140730577950317,-0.00542881532859951,0.00053249909734987,-0.00130681960531653
20-Sep-1993,-0.00643040382012394,0.00375573904117932,0.01623309599879,-0.00614902200648437,-0.000332778705233849,-0.00827246806276438
21-Sep-1993,-0.00392897933848602,-0.00618784400979244,0.00682525378605181,0.00986922797118517,-0.000965684962077162,-0.00462555890806815
22-Sep-1993,0.00446010723898027,-0.0068992224602713,-0.0172305187208437,-0.0143696188412985,0.00196368903692878,0.00714956573499137
23-Sep-1993,0.00401226928353182,-0.0108762401441389,0.0123377336112869,0.00329073818912917,-0.00206364072702847,0.00337002747990489
24-Sep-1993,0.00289195609634874,0.016915658395722,-0.0160954453022901,0.00327994474000626,0.00129859337319971,-0.000240339972971348
27-Sep-1993,0.000376595829258974,0.00761690819590211,0.0138492511330259,-0.0105936340450263,0.00699662971908133,0.00907089956317364
28-Sep-1993,-0.00125587136291472,0.00539186852320928,0.000731873104967029,0.00392381361209182,0.00349650705872939,-0.000584839673130944
29-Sep-1993,0.00108014429170744,0.00320241396412513,-0.00308795681484053,-0.00477019538077172,-0.00224163601366811,-0.00308146591646619
30-Sep-1993,0.00188118494846456,-0.00575283333175758,0.00418476312958305,0.00144339671178528,0.00243918638965646,-0.00256789834701365
01-Oct-1993,-0.000601594242839454,0.000992602827698974,-0.00188097657214126,0.0087648187934235,0.000592417078935981,0.00510754090630794
04-Oct-1993,0.00345423486808727,0.00565319261250785,0.00604830041322213,-0.000937184077276498,0.00930086940592112,0.000130064382052097
05-Oct-1993,0.00301892670746717,0.014041047005855,0.0251527478376872,0.0028581303643147,0.00568838992618304,-0.000303509877240593
06-Oct-1993,0.0102361634832171,0.00263687613754726,0.00727312666194724,0.008720843080674,0.00504365763660175,-0.000997895824396799
07-Oct-1993,0.00130604619296903,-0.00793157988199944,0.004969765004045,-0.0114802811182368,-0.00271265425012679,-0.00339160252062243
08-Oct-1993,0.00159942946780234,0.00418235657747879,0.00399800632485459,0.00556035385114839,0.00522497560247714,0.00245788549930914
11-Oct-1993,0.00491757026038719,-0.00824199678582183,0.00298805003198233,-0.00595518161266995,-0.00206092685814596,0.00123752987493386
12-Oct-1993,0.00489350605229788,-0.00553264727119274,-0.00618517534496288,-0.00599085836833702,-0.00242056630314025,0.000520607387029415
13-Oct-1993,0.00107068996723214,0.000188049457561235,0.00144996400493902,-0.00492844805919646,-0.00446920881206481,0.000802072424612277
14-Oct-1993,0.0080420945509676,-0.00631898735642,-0.00571201072036054,0.00224321521747051,0.00175120034375986,0.0115047804637589
15-Oct-1993,0.00903049103495945,0.0119440900807266,0.0124343066685153,0.00452096057810181,0.0111164167732412,0.00570313294878932
18-Oct-1993,0.00148126938399429,0.00266087965975004,0.00904089353551285,-0.00506883756852261,0.00536879724963413,-0.00223892625112043
19-Oct-1993,-0.00337187793316751,0.00107168661096946,-0.00320189431454132,-9.96462558742195e-05,-0.00255297560158319,-0.00479319600413852
20-Oct-1993,0.00181887854089346,0.00111705852900279,0.00776531154224358,0.00511891384396712,0.00849525464185419,-0.000300338956220614
21-Oct-1993,-0.00455341453451297,0.0229926899095876,-0.00387511828214127,0.000297383031533371,0.0100874038861765,-0.0015245378343316
22-Oct-1993,-0.0022604314061514,0.0145322532184622,0.0153627835534884,0.0042528003965252,0.00335040158098998,-0.00450126213637869
25-Oct-1993,0.000336983996449547,-0.0018835775593109,0.00396078380910936,0.00216887747069983,-0.00444876826341023,0.00200545637420912
26-Oct-1993,0.00764780827422484,-0.00779616846162146,-0.00759723960919256,-0.0141325834214996,-0.00614165486995155,0.000215401185538866
